individual_id,age,gender,education_level,vocational_training_completed,employment_status,years_in_camp,ngo_livelihood_program_participation,access_to_microfinance,access_to_savings_group,owns_business,number_of_dependents,digital_skills_level,movement_restriction_perceived,access_to_market_opportunities,primary_employment_barrier,job_search_duration_months,monthly_income_kes,financial_stability_score
21063,22,Female,Tvet,No,Unemployed,16,Yes,No,Yes,No,1,Low,Low,Poor,Lack of Capital,9,10400.0,74.0
21064,26,Female,College,No,Self-employed,14,No,Yes,No,No,3,Low,Moderate,Fair,Limited Education,12,12843.0,74.0
21065,24,Male,University,Yes,Employed,5,No,Yes,No,No,0,High,Moderate,Poor,Low Market Demand,12,25864.0,100.0
21066,21,Female,Tvet,Yes,Unemployed,14,No,Yes,No,No,0,Medium,Low,Fair,Lack of Capital,3,363.0,35.0
21067,35,Female,College,No,Unemployed,6,No,No,Yes,No,4,Low,Moderate,Fair,Low Market Demand,12,0.0,15.0
21068,35,Female,University,No,Self-employed,19,No,No,Yes,No,0,Low,High,Poor,Low Market Demand,12,9148.0,75.0
21069,34,Male,Secondary,Yes,Self-employed,16,No,No,No,No,2,High,High,Poor,Discrimination,3,8552.0,63.0
21070,21,Female,Unknown,Yes,Employed,5,No,Yes,Yes,No,4,Low,Moderate,Fair,Low Market Demand,12,17982.0,100.0
21071,33,Female,College,No,Unemployed,14,Yes,No,No,No,4,Medium,Low,Poor,Movement Restriction,3,5329.0,57.0
21072,22,Male,Secondary,Yes,Unemployed,6,Yes,No,Yes,No,1,Low,High,Good,Movement Restriction,4,4065.0,49.0
21073,26,Female,Secondary,No,Unemployed,15,No,No,Yes,No,0,Low,Moderate,Good,Movement Restriction,2,6990.0,47.0
21074,19,Female,University,No,Self-employed,12,No,No,No,Yes,5,Medium,High,Fair,No Work Permit,12,16381.0,100.0
21075,19,Female,Secondary,Yes,Unemployed,6,No,No,Yes,No,1,Low,High,Fair,No Work Permit,12,3856.0,46.0
21076,21,Female,University,Yes,Unemployed,7,No,No,No,No,5,Low,Moderate,Good,Movement Restriction,12,10084.0,66.0
21077,34,Male,University,No,Unemployed,7,No,No,No,Yes,5,High,High,Poor,Movement Restriction,8,11005.0,74.0
21078,20,Male,University,No,Self-employed,17,No,No,Yes,No,0,Low,Moderate,Good,No Work Permit,4,14960.0,100.0
21079,22,Female,College,No,Self-employed,17,Yes,No,Yes,No,1,Medium,Low,Poor,Lack of Capital,4,9170.0,54.0
21080,27,Female,Unknown,No,Employed,1,No,No,No,Yes,4,Low,High,Good,No Work Permit,11,8272.0,77.0
21081,23,Male,Primary,No,Employed,19,No,No,No,No,1,Low,High,Poor,Lack of Capital,12,6300.0,48.0
21082,20,Male,College,Yes,Employed,13,No,No,No,No,0,Low,High,Poor,Lack of Capital,12,18342.0,100.0
21083,34,Female,College,Yes,Employed,2,No,Yes,Yes,No,2,Medium,Moderate,Fair,Low Market Demand,9,15610.0,100.0
21084,27,Male,Tvet,Yes,Unemployed,15,Yes,No,No,No,4,Low,Moderate,Poor,Low Market Demand,8,4904.0,41.0
21085,29,Male,Unknown,No,Self-employed,12,No,No,No,No,3,Medium,Low,Fair,Movement Restriction,12,5601.0,58.0
21086,18,Female,Secondary,Yes,Self-employed,13,Yes,No,No,Yes,0,Medium,Moderate,Fair,Lack of Capital,12,15507.0,100.0
21087,35,Female,Tvet,No,Unemployed,5,No,Yes,Yes,No,1,Medium,High,Good,Low Market Demand,7,6819.0,58.0
21088,21,Female,College,No,Unemployed,5,No,No,No,Yes,3,Low,Moderate,Poor,Movement Restriction,12,6483.0,65.0
21089,32,Male,University,Yes,Employed,3,Yes,No,No,No,4,Medium,Moderate,Good,Discrimination,11,14981.0,93.0
21090,26,Other,Unknown,No,Unemployed,4,No,Yes,No,No,5,Low,Moderate,Poor,Lack of Capital,8,8298.0,49.0
21091,23,Male,College,No,Self-employed,13,Yes,No,Yes,No,3,Low,Low,Poor,Movement Restriction,5,7077.0,79.0
21092,29,Female,Secondary,Yes,Self-employed,10,Yes,No,Yes,Yes,4,Low,High,Poor,Lack of Capital,1,11728.0,50.0
21093,35,Female,Unknown,Yes,Self-employed,15,No,No,Yes,No,2,Medium,Moderate,Good,Movement Restriction,4,21547.0,100.0
21094,32,Male,University,Yes,Employed,19,No,Yes,Yes,Yes,4,Medium,Moderate,Poor,Movement Restriction,12,17764.0,98.0
21095,26,Female,Secondary,Yes,Unemployed,8,No,No,No,No,1,Low,Moderate,Fair,Low Market Demand,1,0.0,34.0
21096,30,Male,Primary,Yes,Employed,14,No,Yes,No,No,4,Medium,High,Fair,Lack of Capital,12,12816.0,100.0
21097,33,Male,University,No,Self-employed,3,Yes,No,No,Yes,4,Medium,Low,Good,Discrimination,12,16141.0,100.0
21098,30,Male,Primary,No,Self-employed,18,Yes,No,Yes,Yes,1,Low,Low,Fair,Low Market Demand,12,7106.0,44.0
21099,18,Female,Unknown,No,Self-employed,2,Yes,No,Yes,No,4,Medium,Low,Fair,Discrimination,10,8434.0,57.0
21100,35,Male,Unknown,No,Self-employed,1,Yes,No,Yes,Yes,2,Low,Low,Fair,Limited Education,2,12336.0,85.0
21101,20,Male,Unknown,Yes,Employed,7,No,Yes,No,Yes,2,Low,High,Poor,Lack of Capital,8,12805.0,79.0
21102,34,Other,Secondary,No,Employed,1,No,No,No,No,5,Low,Moderate,Poor,Discrimination,12,18038.0,97.0
21103,22,Male,Secondary,No,Employed,1,Yes,No,No,Yes,1,Low,Moderate,Poor,Lack of Capital,5,12416.0,70.0
21104,23,Male,University,No,Unemployed,17,Yes,No,No,No,2,High,High,Fair,Movement Restriction,12,3883.0,39.0
21105,34,Female,Primary,Yes,Unemployed,13,No,Yes,No,Yes,4,Medium,High,Fair,Lack of Capital,12,6550.0,59.0
21106,34,Female,Secondary,Yes,Employed,1,Yes,Yes,No,Yes,5,Low,Low,Good,Lack of Capital,3,20595.0,100.0
21107,18,Female,Secondary,No,Unemployed,6,Yes,No,No,No,2,Medium,Moderate,Poor,Movement Restriction,3,0.0,20.0
21108,24,Male,Tvet,No,Employed,19,No,No,Yes,No,4,Low,Low,Poor,Lack of Capital,2,8061.0,57.0
21109,33,Female,University,Yes,Unemployed,18,No,No,No,No,4,High,Moderate,Fair,Limited Education,12,7618.0,67.0
21110,22,Male,Secondary,No,Self-employed,3,No,No,Yes,No,4,High,Moderate,Good,Lack of Capital,12,5711.0,50.0
21111,33,Female,Primary,No,Unemployed,11,Yes,Yes,No,No,5,Low,High,Fair,Discrimination,12,0.0,28.0
21112,21,Female,Secondary,No,Unemployed,4,No,No,No,No,0,Medium,Moderate,Poor,No Work Permit,12,251.0,14.0
21113,28,Male,College,No,Unemployed,7,No,Yes,No,No,2,Medium,High,Poor,Limited Education,12,5857.0,56.0
21114,31,Male,University,No,Self-employed,18,Yes,No,No,Yes,0,Medium,Low,Poor,Discrimination,12,14247.0,100.0
21115,30,Male,Tvet,No,Employed,2,No,Yes,No,No,2,Low,High,Good,Limited Education,3,10791.0,74.0
21116,25,Female,College,No,Self-employed,7,No,No,No,No,4,High,Moderate,Fair,Discrimination,4,10969.0,83.0
21117,32,Female,Primary,No,Employed,2,Yes,No,No,No,2,Low,Low,Fair,Discrimination,1,13615.0,100.0
21118,35,Male,Secondary,Yes,Unemployed,3,No,No,No,No,1,Low,Low,Fair,Movement Restriction,12,4895.0,46.0
21119,24,Male,Secondary,Yes,Self-employed,17,No,Yes,Yes,No,4,Low,Moderate,Poor,Low Market Demand,12,14614.0,97.0
21120,26,Female,Secondary,No,Self-employed,4,No,Yes,No,Yes,3,Low,Moderate,Poor,Lack of Capital,12,13329.0,91.0
21121,28,Female,Tvet,No,Employed,9,No,No,Yes,No,4,High,Moderate,Fair,Movement Restriction,12,10173.0,83.0
21122,27,Male,University,Yes,Employed,12,No,No,Yes,No,0,Medium,High,Fair,No Work Permit,12,9534.0,70.0
21123,31,Male,College,No,Self-employed,6,No,No,No,No,3,Medium,Moderate,Good,No Work Permit,7,16175.0,99.0
21124,33,Male,Secondary,No,Employed,8,No,No,No,Yes,1,Low,Low,Poor,Discrimination,5,23502.0,100.0
21125,25,Other,Secondary,No,Employed,16,Yes,No,No,No,2,Low,High,Poor,Discrimination,12,9106.0,63.0
21126,18,Male,Tvet,No,Employed,7,Yes,No,Yes,No,5,High,Moderate,Poor,No Work Permit,1,11970.0,77.0
21127,29,Female,College,No,Unemployed,8,No,Yes,No,No,5,High,High,Poor,Discrimination,12,7108.0,42.0
21128,20,Female,Unknown,Yes,Employed,1,No,No,No,No,4,Low,High,Fair,Discrimination,9,18036.0,100.0
21129,19,Male,Tvet,Yes,Employed,17,Yes,No,No,No,5,Low,Moderate,Fair,Lack of Capital,6,16269.0,100.0
21130,33,Female,Secondary,Yes,Unemployed,8,No,No,No,No,0,Medium,Moderate,Good,Lack of Capital,3,6399.0,46.0
21131,21,Male,Primary,No,Unemployed,10,No,Yes,No,No,1,Medium,Low,Poor,Low Market Demand,12,7839.0,74.0
21132,19,Female,Tvet,Yes,Self-employed,8,Yes,No,Yes,No,5,Low,Moderate,Poor,No Work Permit,12,14142.0,87.0
21133,29,Male,Secondary,No,Unemployed,1,No,No,Yes,No,1,Low,Low,Poor,Low Market Demand,5,1501.0,29.0
21134,34,Male,College,No,Unemployed,7,Yes,No,Yes,No,1,Low,Low,Fair,Low Market Demand,12,6459.0,51.0
21135,27,Male,Tvet,No,Self-employed,18,No,No,No,No,5,High,Low,Poor,Lack of Capital,6,8525.0,62.0
21136,25,Male,Secondary,No,Employed,8,No,No,No,No,4,High,High,Fair,Limited Education,12,17245.0,100.0
21137,35,Female,Tvet,Yes,Unemployed,14,No,Yes,Yes,Yes,0,Low,Moderate,Good,No Work Permit,10,7351.0,73.0
21138,35,Male,Secondary,Yes,Unemployed,10,Yes,No,Yes,No,0,Low,Moderate,Fair,Limited Education,8,5902.0,49.0
21139,35,Male,Secondary,No,Self-employed,18,Yes,No,No,No,5,Low,Low,Poor,Movement Restriction,12,5203.0,48.0
21140,19,Male,Secondary,No,Unemployed,14,No,No,No,Yes,2,Medium,Moderate,Poor,Discrimination,12,4993.0,48.0
21141,29,Female,Unknown,Yes,Unemployed,10,No,No,Yes,No,1,High,Low,Fair,Limited Education,12,2609.0,44.0
21142,27,Female,Secondary,Yes,Unemployed,17,No,Yes,No,No,5,Low,Moderate,Poor,No Work Permit,12,7352.0,63.0
21143,25,Female,Unknown,No,Self-employed,6,Yes,Yes,No,No,4,Medium,Low,Poor,Discrimination,12,11757.0,79.0
21144,27,Female,Unknown,Yes,Unemployed,7,Yes,Yes,Yes,Yes,0,Low,Low,Poor,Low Market Demand,8,9659.0,85.0
21145,28,Female,Tvet,No,Unemployed,19,No,No,No,No,2,Low,Low,Poor,Discrimination,8,3909.0,41.0
21146,31,Male,Unknown,Yes,Employed,10,Yes,Yes,No,No,3,Low,High,Fair,Limited Education,5,12061.0,62.0
21147,32,Male,Secondary,No,Self-employed,14,No,No,Yes,No,4,High,Moderate,Poor,No Work Permit,12,12236.0,100.0
21148,27,Male,Primary,No,Unemployed,9,No,No,No,No,2,Low,Low,Poor,Lack of Capital,10,0.0,25.0
21149,21,Female,Secondary,Yes,Unemployed,17,No,Yes,No,No,4,Medium,High,Fair,No Work Permit,12,4157.0,47.0
21150,24,Male,Tvet,Yes,Unemployed,13,No,No,Yes,No,2,Low,High,Fair,Low Market Demand,6,9957.0,54.0
21151,28,Male,College,No,Unemployed,4,No,No,No,No,5,Low,High,Poor,Low Market Demand,5,6268.0,64.0
21152,20,Male,Tvet,Yes,Unemployed,8,No,No,Yes,No,4,Low,Low,Fair,Low Market Demand,12,10670.0,64.0
21153,22,Female,Secondary,No,Employed,19,No,No,Yes,No,4,Medium,Moderate,Poor,Low Market Demand,12,8617.0,64.0
21154,19,Male,Unknown,Yes,Employed,19,No,No,Yes,No,1,Medium,Moderate,Poor,Limited Education,1,12512.0,62.0
21155,29,Female,Primary,No,Employed,2,No,Yes,No,No,4,Low,Low,Good,Discrimination,8,10929.0,76.0
21156,22,Male,University,Yes,Unemployed,12,No,Yes,Yes,No,1,Low,Low,Good,Discrimination,7,4933.0,46.0
21157,24,Female,Unknown,No,Unemployed,16,No,Yes,No,No,1,High,Moderate,Fair,Discrimination,9,0.0,28.0
21158,21,Female,Secondary,Yes,Unemployed,13,No,No,Yes,No,1,Medium,Moderate,Fair,Limited Education,2,5239.0,53.0
21159,28,Male,College,No,Self-employed,1,No,No,No,No,4,Low,High,Poor,Lack of Capital,2,12573.0,93.0
21160,26,Female,Secondary,No,Employed,13,No,No,No,No,3,Medium,Moderate,Poor,Low Market Demand,12,5291.0,37.0
21161,21,Female,Tvet,No,Unemployed,15,No,No,No,No,5,Medium,Moderate,Good,Discrimination,12,8224.0,61.0
21162,26,Female,Secondary,Yes,Employed,3,No,Yes,Yes,No,3,Low,High,Poor,No Work Permit,12,8722.0,43.0
21163,29,Female,Primary,Yes,Unemployed,4,Yes,No,No,Yes,2,Low,Moderate,Fair,Limited Education,12,1872.0,34.0
21164,33,Male,University,Yes,Self-employed,16,Yes,No,No,No,1,Medium,Moderate,Poor,Low Market Demand,12,16309.0,100.0
21165,18,Female,College,Yes,Unemployed,18,No,No,Yes,No,1,Low,Moderate,Poor,No Work Permit,4,5800.0,58.0
21166,25,Female,Secondary,No,Unemployed,11,No,Yes,No,Yes,3,Medium,High,Good,Lack of Capital,6,5137.0,38.0
21167,18,Male,Primary,Yes,Unemployed,8,Yes,Yes,No,No,2,Medium,Moderate,Poor,Low Market Demand,12,0.0,39.0
21168,21,Male,College,No,Unemployed,8,Yes,No,No,No,2,Medium,High,Good,No Work Permit,12,2885.0,51.0
21169,31,Male,Unknown,Yes,Unemployed,17,No,No,No,No,3,High,Moderate,Good,Movement Restriction,12,17.0,24.0
21170,31,Male,University,No,Unemployed,17,Yes,Yes,No,No,2,Medium,Moderate,Poor,Low Market Demand,12,7721.0,45.0
21171,26,Male,Tvet,No,Unemployed,4,Yes,No,Yes,No,1,Medium,High,Fair,Low Market Demand,12,2301.0,18.0
21172,26,Female,Secondary,Yes,Unemployed,7,No,Yes,No,Yes,1,Low,Moderate,Poor,Limited Education,12,8777.0,70.0
21173,34,Female,Secondary,No,Unemployed,17,No,Yes,No,No,2,Medium,Moderate,Fair,Movement Restriction,12,0.0,17.0
21174,32,Male,University,No,Unemployed,14,No,No,No,No,3,Medium,Low,Fair,No Work Permit,12,10765.0,80.0
21175,27,Female,Tvet,No,Unemployed,8,Yes,Yes,No,No,5,Medium,High,Poor,Discrimination,12,5790.0,49.0
21176,34,Female,Primary,No,Self-employed,5,Yes,No,Yes,No,2,Medium,Moderate,Poor,Low Market Demand,10,13091.0,86.0
21177,26,Male,University,No,Self-employed,17,No,Yes,No,No,2,Medium,Low,Fair,Discrimination,12,13260.0,86.0
21178,21,Female,College,No,Unemployed,8,No,No,No,Yes,1,High,High,Fair,Low Market Demand,4,2015.0,26.0
21179,31,Male,University,Yes,Self-employed,6,No,No,Yes,No,1,Low,Moderate,Poor,Limited Education,7,13997.0,82.0
21180,20,Female,Tvet,Yes,Employed,3,No,No,No,No,4,Medium,Low,Good,No Work Permit,7,11405.0,66.0
21181,29,Male,Secondary,No,Self-employed,18,No,No,No,Yes,2,Medium,Moderate,Fair,Discrimination,12,14364.0,81.0
21182,18,Male,Secondary,Yes,Employed,3,No,No,Yes,Yes,1,Low,High,Good,Low Market Demand,9,10808.0,84.0
21183,18,Female,Primary,Yes,Self-employed,9,No,No,No,No,3,High,Low,Poor,Discrimination,11,12125.0,87.0
21184,30,Male,Tvet,No,Employed,13,No,Yes,No,No,1,High,Moderate,Fair,Lack of Capital,12,18418.0,100.0
21185,31,Female,Secondary,No,Employed,15,No,Yes,Yes,No,4,High,Moderate,Fair,Low Market Demand,12,14440.0,91.0
21186,33,Female,Tvet,Yes,Self-employed,11,No,Yes,Yes,Yes,2,Low,Low,Poor,Low Market Demand,12,24725.0,100.0
21187,24,Male,University,Yes,Employed,2,No,Yes,No,No,1,Low,Moderate,Poor,Limited Education,8,22873.0,100.0
21188,27,Male,Secondary,Yes,Self-employed,16,No,No,No,No,2,Low,Moderate,Good,Discrimination,12,15579.0,96.0
21189,32,Male,Unknown,No,Employed,17,No,Yes,No,No,1,Low,High,Poor,Low Market Demand,6,14174.0,86.0
21190,25,Male,Unknown,No,Unemployed,18,No,No,No,Yes,3,High,Low,Good,Lack of Capital,12,0.0,10.0
21191,28,Female,Unknown,Yes,Employed,12,No,Yes,No,No,0,High,Moderate,Fair,Movement Restriction,4,9336.0,50.0
21192,31,Female,Unknown,Yes,Unemployed,11,Yes,Yes,Yes,No,3,Medium,Low,Fair,Lack of Capital,12,5361.0,52.0
21193,30,Female,College,No,Unemployed,4,Yes,Yes,No,No,3,Low,Moderate,Poor,Limited Education,4,8568.0,74.0
21194,30,Female,Tvet,Yes,Unemployed,13,No,Yes,Yes,No,1,Low,High,Poor,Low Market Demand,12,4472.0,34.0
21195,26,Male,Unknown,No,Employed,11,Yes,No,No,No,0,Medium,Low,Fair,Discrimination,12,16811.0,95.0
21196,34,Male,Tvet,Yes,Employed,14,No,No,No,No,1,Medium,High,Poor,No Work Permit,12,12728.0,98.0
21197,35,Male,Unknown,No,Employed,19,No,No,No,No,3,Low,Moderate,Fair,Limited Education,7,7966.0,52.0
21198,30,Male,Secondary,No,Employed,19,No,No,Yes,No,2,Medium,High,Fair,Movement Restriction,9,16969.0,100.0
21199,29,Female,Unknown,No,Employed,19,No,No,No,No,2,Low,Moderate,Good,Low Market Demand,3,5271.0,41.0
21200,25,Male,Tvet,Yes,Self-employed,10,No,No,Yes,No,1,Medium,Moderate,Fair,Movement Restriction,10,10963.0,78.0
21201,28,Female,Secondary,Yes,Unemployed,3,Yes,No,Yes,Yes,2,Low,Low,Fair,Discrimination,10,6028.0,43.0
21202,24,Male,College,No,Employed,17,No,No,No,No,2,Medium,High,Fair,Limited Education,5,10848.0,83.0
21203,18,Female,University,No,Employed,19,No,Yes,No,No,1,Medium,Moderate,Poor,Limited Education,12,16559.0,100.0
21204,27,Male,University,Yes,Unemployed,11,No,No,No,No,2,Low,High,Fair,Limited Education,12,13470.0,84.0
21205,32,Male,Unknown,Yes,Employed,5,No,No,No,No,4,Low,High,Poor,Limited Education,12,11241.0,83.0
21206,21,Male,Unknown,No,Employed,2,Yes,No,No,No,0,High,Low,Poor,Limited Education,1,10616.0,76.0
21207,18,Male,Secondary,No,Unemployed,18,No,No,No,Yes,4,Medium,High,Poor,Low Market Demand,12,6072.0,70.0
21208,28,Male,Tvet,No,Unemployed,10,No,No,Yes,No,2,Medium,Moderate,Poor,Low Market Demand,12,5139.0,48.0
21209,22,Male,Secondary,No,Unemployed,2,Yes,No,No,No,5,Low,High,Poor,Movement Restriction,9,0.0,23.0
21210,21,Male,Secondary,Yes,Self-employed,18,No,No,Yes,Yes,2,Low,High,Poor,Lack of Capital,7,9721.0,66.0
21211,19,Male,Secondary,No,Unemployed,17,No,No,No,No,2,Low,Moderate,Poor,Lack of Capital,12,2125.0,7.0
21212,24,Female,Tvet,Yes,Employed,6,No,No,No,Yes,1,Low,Moderate,Good,Discrimination,12,15971.0,99.0
21213,30,Male,Unknown,Yes,Unemployed,19,Yes,No,Yes,No,4,Low,High,Poor,Discrimination,12,5432.0,48.0
21214,29,Male,Primary,No,Employed,4,No,No,No,Yes,3,Low,High,Poor,Limited Education,12,12846.0,95.0
21215,19,Female,Secondary,Yes,Unemployed,2,No,No,Yes,No,2,High,Low,Poor,Movement Restriction,12,5482.0,38.0
21216,26,Female,University,Yes,Self-employed,5,No,No,Yes,No,0,Low,High,Poor,Discrimination,1,18672.0,99.0
21217,33,Female,Unknown,No,Unemployed,12,No,Yes,Yes,No,2,Medium,Moderate,Fair,Movement Restriction,12,0.0,24.0
21218,25,Female,College,No,Employed,18,No,No,Yes,No,3,Medium,High,Poor,Lack of Capital,11,16147.0,95.0
21219,35,Male,Secondary,No,Self-employed,5,No,No,No,No,2,Low,Moderate,Fair,Movement Restriction,12,15195.0,91.0
21220,21,Male,University,No,Unemployed,1,No,No,No,No,2,Medium,Low,Poor,Movement Restriction,12,6036.0,46.0
21221,28,Female,Secondary,No,Self-employed,4,No,No,No,Yes,4,Low,High,Good,Lack of Capital,12,9203.0,75.0
21222,34,Male,Unknown,No,Unemployed,16,No,No,Yes,Yes,2,Low,Moderate,Poor,Discrimination,1,0.0,15.0
21223,25,Female,Unknown,No,Unemployed,6,No,No,No,No,3,Medium,Moderate,Poor,No Work Permit,5,4128.0,39.0
21224,25,Male,College,Yes,Unemployed,6,No,No,Yes,No,3,Low,High,Good,Discrimination,10,5503.0,39.0
21225,23,Female,Secondary,Yes,Unemployed,12,No,No,No,No,4,High,Moderate,Fair,Lack of Capital,12,7961.0,66.0
21226,19,Male,Secondary,No,Employed,13,No,No,Yes,No,2,Low,High,Good,Low Market Demand,12,8090.0,63.0
21227,32,Male,Secondary,No,Self-employed,7,Yes,No,Yes,Yes,0,Low,Moderate,Poor,Discrimination,3,9027.0,64.0
21228,18,Male,Unknown,No,Unemployed,16,No,No,Yes,Yes,5,Medium,Moderate,Fair,Discrimination,12,3876.0,31.0
21229,23,Female,Tvet,No,Self-employed,1,Yes,Yes,No,No,0,Medium,High,Poor,Low Market Demand,12,11263.0,63.0
21230,21,Female,Secondary,Yes,Unemployed,10,Yes,Yes,No,No,4,Medium,High,Fair,No Work Permit,12,8307.0,56.0
21231,30,Female,Primary,No,Self-employed,10,Yes,No,No,No,5,Medium,Low,Poor,No Work Permit,9,5356.0,40.0
21232,32,Male,Secondary,No,Self-employed,6,No,No,No,Yes,4,Medium,Moderate,Fair,Limited Education,11,15224.0,98.0
21233,26,Male,Secondary,No,Employed,9,Yes,Yes,No,Yes,1,Low,High,Good,Low Market Demand,9,5088.0,59.0
21234,20,Male,Secondary,Yes,Unemployed,2,No,No,No,No,0,Low,Moderate,Fair,Lack of Capital,3,3700.0,34.0
21235,19,Male,Primary,No,Employed,7,Yes,No,Yes,No,2,High,Moderate,Poor,No Work Permit,11,8724.0,76.0
21236,33,Male,Secondary,No,Employed,2,No,No,No,No,1,Low,High,Poor,Discrimination,12,14097.0,88.0
21237,35,Male,Primary,Yes,Employed,12,No,No,No,No,4,Low,Moderate,Fair,Limited Education,1,16143.0,100.0
21238,35,Male,Secondary,Yes,Employed,11,Yes,No,No,No,0,Low,Moderate,Poor,Limited Education,12,15962.0,96.0
21239,23,Male,College,No,Unemployed,13,No,No,No,No,3,High,High,Fair,Discrimination,12,5469.0,33.0
21240,35,Male,Primary,No,Unemployed,16,No,Yes,Yes,Yes,3,High,Moderate,Good,Discrimination,12,3387.0,40.0
21241,28,Female,Unknown,No,Unemployed,13,No,No,No,No,2,Medium,Moderate,Good,Lack of Capital,7,6179.0,41.0
21242,24,Male,Secondary,No,Employed,11,No,Yes,No,No,0,Low,High,Poor,Low Market Demand,12,16040.0,100.0
21243,31,Female,Secondary,Yes,Employed,8,No,No,Yes,No,4,Low,Low,Poor,No Work Permit,8,10126.0,65.0
21244,35,Female,Unknown,Yes,Self-employed,5,Yes,Yes,Yes,No,5,Medium,Moderate,Good,Limited Education,10,7311.0,69.0
21245,24,Male,Primary,No,Employed,17,Yes,No,No,Yes,3,Medium,High,Good,Lack of Capital,12,13165.0,87.0
21246,27,Male,Primary,No,Employed,11,Yes,No,Yes,No,0,High,Moderate,Poor,Movement Restriction,8,9652.0,50.0
21247,25,Male,Primary,No,Employed,15,Yes,No,Yes,No,4,High,Moderate,Fair,Lack of Capital,12,9866.0,71.0
21248,31,Male,Secondary,No,Self-employed,14,No,Yes,No,No,0,Low,Low,Fair,Low Market Demand,12,17667.0,100.0
21249,35,Female,Secondary,Yes,Self-employed,17,No,Yes,Yes,No,3,Low,Moderate,Poor,Limited Education,12,14853.0,92.0
21250,22,Male,Unknown,Yes,Unemployed,10,Yes,No,Yes,No,3,Low,Moderate,Good,Movement Restriction,12,9989.0,74.0
21251,31,Male,Primary,Yes,Self-employed,19,Yes,Yes,No,No,3,Low,Moderate,Good,No Work Permit,12,13708.0,88.0
21252,27,Female,Unknown,Yes,Unemployed,13,No,Yes,Yes,Yes,2,Low,High,Good,No Work Permit,12,13100.0,84.0
21253,32,Male,Primary,No,Employed,11,No,No,No,No,1,High,Moderate,Poor,Discrimination,12,14722.0,85.0
21254,23,Male,Primary,No,Unemployed,14,No,Yes,No,No,3,Medium,High,Poor,Movement Restriction,12,1743.0,28.0
21255,26,Female,College,Yes,Self-employed,9,Yes,Yes,No,No,5,Medium,Moderate,Fair,Discrimination,12,13983.0,100.0
21256,27,Female,Primary,No,Employed,13,No,No,Yes,Yes,0,Low,Low,Fair,Discrimination,12,6511.0,60.0
21257,34,Male,Unknown,No,Employed,2,Yes,No,No,No,5,Low,Moderate,Poor,Lack of Capital,1,11637.0,79.0
21258,18,Male,Primary,Yes,Employed,18,No,No,No,No,1,Medium,Moderate,Good,Low Market Demand,6,13931.0,67.0
21259,31,Female,College,No,Self-employed,17,Yes,No,Yes,No,1,Medium,High,Good,Movement Restriction,1,12331.0,76.0
21260,21,Female,Unknown,No,Self-employed,4,No,Yes,No,No,1,Low,Moderate,Poor,Limited Education,7,11836.0,81.0
21261,19,Female,Unknown,No,Self-employed,11,Yes,Yes,No,No,3,Low,High,Fair,Discrimination,5,8344.0,55.0
21262,20,Male,Primary,No,Employed,17,No,No,Yes,No,5,Low,Moderate,Fair,No Work Permit,12,7871.0,41.0
21263,24,Female,Tvet,No,Unemployed,7,No,No,No,No,5,Low,Moderate,Poor,Movement Restriction,12,7222.0,45.0
21264,31,Male,Unknown,No,Unemployed,8,No,Yes,No,No,5,Low,Low,Poor,Limited Education,12,3880.0,46.0
21265,29,Female,Tvet,Yes,Employed,13,No,Yes,Yes,No,3,Low,High,Fair,Movement Restriction,5,13321.0,68.0
21266,35,Male,Unknown,Yes,Unemployed,18,Yes,No,No,No,1,Medium,High,Poor,Discrimination,8,4346.0,56.0
21267,32,Male,College,Yes,Employed,18,No,No,Yes,No,3,Low,High,Fair,Limited Education,3,17457.0,100.0
21268,18,Male,Unknown,No,Employed,3,No,No,No,No,5,Low,High,Poor,Limited Education,10,18856.0,100.0
21269,20,Female,Unknown,No,Self-employed,14,No,No,Yes,No,2,Medium,Moderate,Good,Limited Education,5,10239.0,65.0
21270,32,Male,Unknown,No,Unemployed,18,No,No,No,No,0,Low,Moderate,Poor,Discrimination,3,747.0,22.0
21271,21,Female,Secondary,Yes,Employed,10,No,No,No,No,4,Medium,Moderate,Good,Lack of Capital,12,12573.0,72.0
21272,32,Female,Unknown,No,Unemployed,18,Yes,Yes,No,No,4,Low,Moderate,Fair,No Work Permit,4,8285.0,31.0
21273,27,Male,Unknown,No,Employed,4,Yes,Yes,No,No,5,Medium,High,Fair,Low Market Demand,12,11170.0,74.0
21274,23,Female,Primary,No,Employed,6,Yes,No,No,No,1,Medium,High,Good,Discrimination,12,5737.0,58.0
21275,30,Male,University,No,Employed,11,No,No,Yes,No,3,Low,High,Poor,Low Market Demand,12,12652.0,100.0
21276,24,Male,Primary,No,Unemployed,2,No,No,Yes,No,3,Low,High,Poor,No Work Permit,12,815.0,36.0
21277,18,Other,University,No,Employed,1,No,No,Yes,Yes,0,Low,High,Poor,No Work Permit,2,10340.0,74.0
21278,28,Female,Unknown,Yes,Employed,13,No,No,No,No,4,Medium,High,Fair,Movement Restriction,5,10224.0,82.0
21279,31,Female,Unknown,No,Unemployed,1,No,Yes,No,No,3,Medium,Low,Poor,Low Market Demand,2,0.0,30.0
21280,23,Female,Tvet,No,Employed,16,No,No,Yes,No,2,Medium,High,Poor,Movement Restriction,12,12386.0,85.0
21281,22,Female,Secondary,No,Unemployed,17,No,No,No,No,3,Medium,High,Poor,No Work Permit,10,3087.0,50.0
